CID,CST_KEY,BDATE,GEN
AW00025897,AW00025897,11-04-1958,Female
AW00025898,AW00025898,16-05-1958,Female
AW00025899,AW00025899,03-04-1958,Female
AW00025900,AW00025900,12-10-1957,Female
AW00025901,AW00025901,15-05-1958,Male
AW00025902,AW00025902,03-01-1958,Male
AW00025903,AW00025903,20-11-1957,Male
AW00025904,AW00025904,15-05-1959,Male
AW00025905,AW00025905,21-11-1964,Male
AW00025906,AW00025906,30-09-1949,Female
AW00025907,AW00025907,21-02-1950,Female
AW00025908,AW00025908,19-09-1984,Female
AW00025909,AW00025909,02-12-1984,Male
AW00025910,AW00025910,17-03-1985,Female
AW00025911,AW00025911,30-09-1983,Female
AW00025912,AW00025912,19-12-1952,Male
AW00025913,AW00025913,06-08-1958,Male
AW00025914,AW00025914,29-09-1983,Male
AW00025915,AW00025915,06-11-1983,Female
AW00025916,AW00025916,10-01-1984,Female
AW00025917,AW00025917,22-09-1983,Male
AW00025918,AW00025918,10-08-1951,Female
AW00025919,AW00025919,30-10-1957,Female
AW00025920,AW00025920,15-12-1951,Male
AW00025921,AW00025921,16-09-1958,Male
AW00025922,AW00025922,13-03-1953,Female
AW00025923,AW00025923,19-02-1959,Male
AW00025924,AW00025924,19-05-1984,Female
AW00025925,AW00025925,02-05-1983,Female
AW00025926,AW00025926,12-09-1959,Male
AW00025927,AW00025927,03-06-1954,Female
AW00025928,AW00025928,06-12-1953,Male
AW00025929,AW00025929,25-03-1983,Female
AW00025930,AW00025930,07-01-1983,Male
AW00025931,AW00025931,07-02-1983,Male
AW00025932,AW00025932,25-05-1983,Male
AW00025933,AW00025933,03-12-1982,Male
AW00025934,AW00025934,23-03-1983,Male
AW00025935,AW00025935,15-09-1954,Female
AW00025936,AW00025936,23-10-1960,Female
AW00025937,AW00025937,18-04-1960,Male
AW00025938,AW00025938,21-04-1955,Male
AW00025939,AW00025939,20-10-1961,Male
AW00025940,AW00025940,10-02-1957,Male
AW00025941,AW00025941,13-11-1956,Female
AW00025942,AW00025942,16-07-1985,Female
AW00025943,AW00025943,02-08-1984,Female
AW00025944,AW00025944,17-04-1958,Male
AW00025945,AW00025945,16-08-1957,Male
AW00025946,AW00025946,19-03-1964,Female
AW00025947,AW00025947,11-04-1960,Male
AW00025948,AW00025948,06-05-1965,Female
AW00025949,AW00025949,18-07-1959,Female
AW00025950,AW00025950,23-12-1980,Male
AW00025951,AW00025951,15-03-1986,Male
AW00025952,AW00025952,18-11-1980,Male
AW00025953,AW00025953,10-05-1981,Male
AW00025954,AW00025954,06-02-1981,Male
AW00025955,AW00025955,12-11-1980,Female
AW00025956,AW00025956,18-06-1980,Male
AW00025957,AW00025957,07-01-1982,Female
AW00025958,AW00025958,08-09-1961,Male
AW00025959,AW00025959,10-05-1982,Female
AW00025960,AW00025960,03-12-1962,Male
AW00025961,AW00025961,24-09-1962,Male
AW00025962,AW00025962,25-01-1984,Female
AW00025963,AW00025963,13-05-1980,Male
AW00025964,AW00025964,09-08-1979,Male
AW00025965,AW00025965,20-12-1971,Female
AW00025966,AW00025966,15-12-1971,Male
AW00025967,AW00025967,25-03-1963,Female
AW00025968,AW00025968,08-04-1970,Male
AW00025969,AW00025969,15-10-1969,Male
AW00025970,AW00025970,13-03-1970,Female
AW00025971,AW00025971,05-10-1968,Female
AW00025972,AW00025972,01-01-1969,Female
AW00025973,AW00025973,10-09-1968,Female
AW00025974,AW00025974,01-04-1974,Male
AW00025975,AW00025975,17-09-1968,Female
AW00025976,AW00025976,15-10-1973,Male
AW00025977,AW00025977,20-04-1979,Female
AW00025978,AW00025978,23-05-1931,Female
AW00025979,AW00025979,29-01-1974,Male
AW00025980,AW00025980,06-04-1974,Female
AW00025981,AW00025981,14-05-1969,Male
AW00025982,AW00025982,14-10-1968,Female
AW00025983,AW00025983,18-02-1969,Male
AW00025984,AW00025984,25-05-1969,Female
AW00025985,AW00025985,23-11-1968,Male
AW00025986,AW00025986,23-07-1968,Female
AW00025987,AW00025987,18-11-1978,Male
AW00025988,AW00025988,14-01-1973,Male
AW00025989,AW00025989,14-01-1973,Male
AW00025990,AW00025990,19-02-1968,Female
AW00025991,AW00025991,08-03-1973,Female
AW00025992,AW00025992,09-11-1967,Female
AW00025993,AW00025993,20-11-1977,Female
AW00025994,AW00025994,10-03-1983,Male
AW00025995,AW00025995,30-09-1966,Male
AW00025996,AW00025996,12-02-1967,Female
AW00025997,AW00025997,21-05-1967,Female
AW00025998,AW00025998,01-09-1966,Male
AW00025999,AW00025999,29-12-1965,Male
AW00026000,AW00026000,02-10-1971,Male
AW00026001,AW00026001,21-09-1972,Male
AW00026002,AW00026002,01-04-1973,Male
AW00026003,AW00026003,24-05-1973,Female
AW00026004,AW00026004,08-05-1966,Female
AW00026005,AW00026005,18-05-1966,Female
AW00026006,AW00026006,22-04-1965,Male
AW00026007,AW00026007,04-04-1970,Male
AW00026008,AW00026008,19-06-1970,Female
AW00026009,AW00026009,12-03-1965,Male
AW00026010,AW00026010,21-06-1965,Female
AW00026011,AW00026011,07-03-1970,Female
AW00026012,AW00026012,12-08-1969,Male
AW00026013,AW00026013,17-04-1969,Female
AW00026014,AW00026014,19-12-1963,Female
AW00026015,AW00026015,20-10-1963,Male
AW00026016,AW00026016,06-11-1963,Male
AW00026017,AW00026017,04-11-1963,Male
AW00026018,AW00026018,15-01-1964,Male
AW00026019,AW00026019,01-05-1980,Male
AW00026020,AW00026020,16-04-1980,Male
AW00026021,AW00026021,25-01-1975,Female
AW00026022,AW00026022,31-03-1980,Female
AW00026023,AW00026023,09-05-1974,Female
AW00026024,AW00026024,17-10-1981,Female
AW00026025,AW00026025,15-08-1975,Female
AW00026026,AW00026026,10-11-1972,Female
AW00026027,AW00026027,23-06-1975,Female
AW00026028,AW00026028,10-10-1980,Female
AW00026029,AW00026029,15-07-1977,Male
AW00026030,AW00026030,21-04-1971,Female
AW00026031,AW00026031,23-05-1976,Female
AW00026032,AW00026032,01-08-1976,Female
AW00026033,AW00026033,09-07-1976,Male
AW00026034,AW00026034,24-06-1975,Female
AW00026035,AW00026035,21-11-1980,Male
AW00026036,AW00026036,19-04-1970,Female
AW00026037,AW00026037,15-12-1978,Male
AW00026038,AW00026038,20-12-1984,Female
AW00026039,AW00026039,10-01-1968,Male
AW00026040,AW00026040,21-11-1962,Female
AW00026041,AW00026041,02-01-1963,Female
AW00026042,AW00026042,05-04-1963,Male
AW00026043,AW00026043,05-08-1967,Female
AW00026044,AW00026044,12-10-1972,Male
AW00026045,AW00026045,08-12-1972,Male
AW00026046,AW00026046,15-05-1967,Female
AW00026047,AW00026047,05-10-1961,Female
AW00026048,AW00026048,30-06-1961,Male
AW00026049,AW00026049,01-12-1972,Male
AW00026050,AW00026050,14-03-1962,Male
AW00026051,AW00026051,23-06-1938,Male
AW00026052,AW00026052,22-10-1970,Female
AW00026053,AW00026053,18-03-1976,Male
AW00026054,AW00026054,10-01-1976,Male
AW00026055,AW00026055,16-08-1976,Male
AW00026056,AW00026056,14-06-1971,Female
AW00026057,AW00026057,17-08-1970,Male
AW00026058,AW00026058,21-05-1982,Female
AW00026059,AW00026059,20-04-1971,Male
AW00026060,AW00026060,08-11-1976,Male
AW00026061,AW00026061,16-10-1970,Male
AW00026062,AW00026062,11-03-1970,Male
AW00026063,AW00026063,10-01-1970,Male
AW00026064,AW00026064,18-12-1969,Male
AW00026065,AW00026065,16-02-1975,Female
AW00026066,AW00026066,24-01-1962,Female
AW00026067,AW00026067,22-07-1961,Female
AW00026068,AW00026068,13-12-1967,Male
AW00026069,AW00026069,15-03-1973,Female
AW00026070,AW00026070,31-12-1961,Male
AW00026071,AW00026071,04-01-1961,Female
AW00026072,AW00026072,01-01-1961,Female
AW00026073,AW00026073,09-10-1939,Female
AW00026074,AW00026074,14-04-1969,Male
AW00026075,AW00026075,23-04-1974,Female
AW00026076,AW00026076,12-05-1968,Female
AW00026077,AW00026077,22-05-1968,Male
AW00026078,AW00026078,07-05-1973,Male
AW00026079,AW00026079,09-03-1979,Male
AW00026080,AW00026080,22-05-1968,Female
AW00026081,AW00026081,20-02-1968,Male
AW00026082,AW00026082,01-07-1973,Male
AW00026083,AW00026083,05-08-1967,Female
AW00026084,AW00026084,24-10-1967,Male
AW00026085,AW00026085,23-01-1967,Male
AW00026086,AW00026086,17-01-1967,Male
AW00026087,AW00026087,23-07-1972,Female
AW00026088,AW00026088,12-03-1978,Male
AW00026089,AW00026089,08-02-1967,Male
AW00026090,AW00026090,19-10-1972,Male
AW00026091,AW00026091,18-02-1967,Female
AW00026092,AW00026092,31-10-1960,Male
AW00026093,AW00026093,06-08-1966,Female
AW00026094,AW00026094,07-06-1966,Female
AW00026095,AW00026095,08-01-1972,Female
AW00026096,AW00026096,24-07-1960,Male
AW00026097,AW00026097,08-12-1940,Male
AW00026098,AW00026098,08-03-1941,Male
AW00026099,AW00026099,08-07-1941,Female
AW00026100,AW00026100,30-09-1941,Female
AW00026101,AW00026101,12-07-1941,Male
AW00026102,AW00026102,20-12-1965,Female
AW00026103,AW00026103,23-09-1965,Male
AW00026104,AW00026104,10-02-1971,Male
AW00026105,AW00026105,06-05-1977,Female
AW00026106,AW00026106,09-09-1965,Male
AW00026107,AW00026107,10-10-1965,Female
AW00026108,AW00026108,02-05-1971,Male
AW00026109,AW00026109,30-08-1965,Male
AW00026110,AW00026110,04-05-1960,Male
AW00026111,AW00026111,07-01-1960,Female
AW00026112,AW00026112,07-02-1959,Male
AW00026113,AW00026113,10-09-1958,Female
AW00026114,AW00026114,14-02-1964,Male
AW00026115,AW00026115,23-04-1959,Female
AW00026116,AW00026116,02-01-1959,Female
AW00026117,AW00026117,07-04-1958,Male
AW00026118,AW00026118,22-02-1958,Female
AW00026119,AW00026119,14-11-1962,Female
AW00026120,AW00026120,18-10-1956,Male
AW00026121,AW00026121,13-01-1957,Female
AW00026122,AW00026122,01-10-1967,Female
AW00026123,AW00026123,06-05-1957,Female
AW00026124,AW00026124,05-09-1966,Female
AW00026125,AW00026125,13-05-1956,Female
AW00026126,AW00026126,22-10-1960,Female
AW00026127,AW00026127,30-09-1954,Male
AW00026128,AW00026128,23-05-1960,Male
AW00026129,AW00026129,02-10-1969,Female
AW00026130,AW00026130,10-11-1975,Male
AW00026131,AW00026131,24-04-1969,Male
AW00026132,AW00026132,12-06-1969,Female
AW00026133,AW00026133,07-01-1969,Male
AW00026134,AW00026134,29-10-1983,Female
AW00026135,AW00026135,20-08-1972,Female
AW00026136,AW00026136,24-12-1972,Female
AW00026137,AW00026137,05-10-1972,Male
AW00026138,AW00026138,06-09-1967,Female
AW00026139,AW00026139,17-07-1972,Male
AW00026140,AW00026140,26-06-1972,Female
AW00026141,AW00026141,23-03-1983,Male
AW00026142,AW00026142,25-06-1966,Male
AW00026143,AW00026143,05-02-1965,Female
AW00026144,AW00026144,08-08-1938,Female
AW00026145,AW00026145,12-04-1971,Male
AW00026146,AW00026146,08-09-1970,Female
AW00026147,AW00026147,01-08-1970,Male
AW00026148,AW00026148,24-09-1970,Male
AW00026149,AW00026149,11-09-1969,Female
AW00026150,AW00026150,24-10-1975,Female
AW00026151,AW00026151,04-08-1964,Male
AW00026152,AW00026152,09-08-1974,Female
AW00026153,AW00026153,07-11-1967,Female
AW00026154,AW00026154,26-04-1968,Male
AW00026155,AW00026155,18-09-1973,Male
AW00026156,AW00026156,04-10-1967,Female
AW00026157,AW00026157,11-08-1966,Male
AW00026158,AW00026158,12-02-1963,Female
AW00026159,AW00026159,07-01-1963,Female
AW00026160,AW00026160,23-02-1963,Male
AW00026161,AW00026161,16-10-1971,Male
AW00026162,AW00026162,07-02-1966,Female
AW00026163,AW00026163,15-11-1965,Female
AW00026164,AW00026164,09-12-1971,Female
AW00026165,AW00026165,26-08-1962,Female
AW00026166,AW00026166,04-09-1961,Male
AW00026167,AW00026167,17-05-1964,Female
AW00026168,AW00026168,23-02-1982,Male
AW00026169,AW00026169,30-08-1981,Female
AW00026170,AW00026170,01-11-1981,Male
AW00026171,AW00026171,02-03-1981,Male
AW00026172,AW00026172,14-02-1981,Female
AW00026173,AW00026173,01-04-1982,Female
AW00026174,AW00026174,24-12-1985,Male
AW00026175,AW00026175,14-02-1986,Male
AW00026176,AW00026176,13-02-1986,Male
AW00026177,AW00026177,06-04-1986,Female
AW00026178,AW00026178,30-10-1985,Female
AW00026179,AW00026179,08-12-1951,Female
AW00026180,AW00026180,02-08-1983,Male
AW00026181,AW00026181,16-08-1983,Male
AW00026182,AW00026182,08-10-1943,Female
AW00026183,AW00026183,04-08-1982,Male
AW00026184,AW00026184,30-08-1982,Male
AW00026185,AW00026185,21-07-1982,Female
AW00026186,AW00026186,22-10-1950,Female
AW00026187,AW00026187,19-11-1945,Male
AW00026188,AW00026188,07-04-1946,Male
AW00026189,AW00026189,30-09-1945,Male
AW00026190,AW00026190,12-02-1947,Male
AW00026191,AW00026191,07-09-1948,Male
AW00026192,AW00026192,08-01-1949,Male
AW00026193,AW00026193,31-07-1981,Male
AW00026194,AW00026194,10-06-1982,Male
AW00026195,AW00026195,16-09-1981,Female
AW00026196,AW00026196,17-11-1980,Male
AW00026197,AW00026197,30-08-1980,Male
AW00026198,AW00026198,19-10-1979,Female
AW00026199,AW00026199,04-04-1980,Male
AW00026200,AW00026200,29-01-1978,Male
AW00026201,AW00026201,19-10-1979,Male
AW00026202,AW00026202,11-02-1974,Female
AW00026203,AW00026203,18-03-1973,Female
AW00026204,AW00026204,01-09-1976,Female
AW00026205,AW00026205,13-06-1964,Male
AW00026206,AW00026206,02-01-1964,Male
AW00026207,AW00026207,11-12-1963,Male
AW00026208,AW00026208,16-02-1964,Female
AW00026209,AW00026209,24-01-1986,Female
AW00026210,AW00026210,08-03-1986,Male
AW00026211,AW00026211,14-02-1986,Female
AW00026212,AW00026212,03-11-1984,Female
AW00026213,AW00026213,07-10-1983,Male
AW00026214,AW00026214,07-02-1980,Female
AW00026215,AW00026215,01-05-1980,Male
AW00026216,AW00026216,18-08-1983,Female
AW00026217,AW00026217,13-11-1983,Male
AW00026218,AW00026218,29-01-1978,Male
AW00026219,AW00026219,24-02-1979,Female
AW00026220,AW00026220,19-11-1978,Male
AW00026221,AW00026221,06-05-1978,Female
AW00026222,AW00026222,30-01-1978,Female
AW00026223,AW00026223,18-01-1978,Male
AW00026224,AW00026224,16-10-1983,Male
AW00026225,AW00026225,08-08-1983,Male
AW00026226,AW00026226,22-05-1978,Female
AW00026227,AW00026227,03-08-1977,Male
AW00026228,AW00026228,19-03-1978,Female
AW00026229,AW00026229,25-10-1976,Female
AW00026230,AW00026230,30-04-1977,Female
AW00026231,AW00026231,29-10-1982,Male
AW00026232,AW00026232,17-01-1981,Male
AW00026233,AW00026233,08-08-1975,Female
AW00026234,AW00026234,25-06-1981,Male
AW00026235,AW00026235,03-02-1981,Female
AW00026236,AW00026236,01-05-1986,Female
AW00026237,AW00026237,04-09-1979,Female
AW00026238,AW00026238,16-03-1980,Female
AW00026239,AW00026239,04-06-1980,Female
AW00026240,AW00026240,17-12-1979,Female
AW00026241,AW00026241,16-09-1979,Male
AW00026242,AW00026242,18-11-1980,Female
AW00026243,AW00026243,01-01-1972,Male
AW00026244,AW00026244,30-01-1972,Male
AW00026245,AW00026245,03-03-1972,Male
AW00026246,AW00026246,14-03-1972,Female
AW00026247,AW00026247,20-05-1977,Female
AW00026248,AW00026248,07-09-1959,Male
AW00026249,AW00026249,30-03-1960,Male
AW00026250,AW00026250,06-05-1965,Male
AW00026251,AW00026251,08-11-1959,Male
AW00026252,AW00026252,23-04-1960,Female
AW00026253,AW00026253,04-01-1961,Male
AW00026254,AW00026254,09-07-1966,Male
AW00026255,AW00026255,09-09-1966,Male
AW00026256,AW00026256,10-01-1961,Male
AW00026257,AW00026257,24-07-1960,Male
AW00026258,AW00026258,21-02-1966,Female
AW00026259,AW00026259,21-02-1966,Male
AW00026260,AW00026260,13-11-1971,Male
AW00026261,AW00026261,05-11-1961,Female
AW00026262,AW00026262,15-06-1967,Female
AW00026263,AW00026263,18-10-1961,Female
AW00026264,AW00026264,20-02-1962,Male
AW00026265,AW00026265,09-04-1962,Female
AW00026266,AW00026266,22-03-1962,Male
AW00026267,AW00026267,22-10-1961,Male
AW00026268,AW00026268,23-02-1963,Male
AW00026269,AW00026269,03-01-1963,Female
AW00026270,AW00026270,05-09-1962,Female
AW00026271,AW00026271,19-03-1963,Female
AW00026272,AW00026272,14-05-1968,Female
AW00026273,AW00026273,12-09-1973,Female
AW00026274,AW00026274,22-10-1962,Female
AW00026275,AW00026275,27-05-1964,Male
AW00026276,AW00026276,08-08-1963,Female
AW00026277,AW00026277,23-05-1964,Female
AW00026278,AW00026278,03-04-1975,Male
AW00026279,AW00026279,03-12-1970,Female
AW00026280,AW00026280,21-10-1964,Male
AW00026281,AW00026281,21-11-1964,Male
AW00026282,AW00026282,04-07-1977,Male
AW00026283,AW00026283,16-10-1983,Male
AW00026284,AW00026284,22-08-1977,Male
AW00026285,AW00026285,13-02-1978,Female
AW00026286,AW00026286,06-06-1978,Male
AW00026287,AW00026287,29-12-1977,Male
AW00026288,AW00026288,07-11-1978,Female
AW00026289,AW00026289,13-02-1984,Male
AW00026290,AW00026290,30-12-1978,Male
AW00026291,AW00026291,05-03-1977,Male
AW00026292,AW00026292,22-02-1977,Female
AW00026293,AW00026293,05-01-1977,Male
AW00026294,AW00026294,30-10-1977,Male
AW00026295,AW00026295,21-07-1977,Female
AW00026296,AW00026296,21-12-1977,Female
AW00026297,AW00026297,23-12-1983,Male
AW00026298,AW00026298,07-01-1983,Female
AW00026299,AW00026299,24-07-1983,Male
AW00026300,AW00026300,13-10-1977,Female
AW00026301,AW00026301,14-07-1977,Male
AW00026302,AW00026302,09-01-1976,Male
AW00026303,AW00026303,12-05-1981,Male
AW00026304,AW00026304,30-12-1975,Female
AW00026305,AW00026305,08-12-1980,Female
AW00026306,AW00026306,22-04-1980,Male
AW00026307,AW00026307,22-02-1975,Male
AW00026308,AW00026308,13-09-1980,Female
AW00026309,AW00026309,19-07-1980,Male
AW00026310,AW00026310,22-03-1975,Female
AW00026311,AW00026311,17-02-1977,Female
AW00026312,AW00026312,28-12-1976,Female
AW00026313,AW00026313,29-10-1982,Male
AW00026314,AW00026314,16-11-1923,Male
AW00026315,AW00026315,11-05-1980,Female
AW00026316,AW00026316,06-04-1975,Female
AW00026317,AW00026317,15-11-1974,Female
AW00026318,AW00026318,20-04-1979,Male
AW00026319,AW00026319,17-05-1974,Male
AW00026320,AW00026320,18-09-1973,Female
AW00026321,AW00026321,16-11-1979,Male
AW00026322,AW00026322,10-09-1978,Male
AW00026323,AW00026323,06-05-1976,Male
AW00026324,AW00026324,06-05-1976,Female
AW00026325,AW00026325,19-10-1981,Male
AW00026326,AW00026326,02-07-1981,Male
AW00026327,AW00026327,31-10-1975,Male
AW00026328,AW00026328,06-10-1975,Male
AW00026329,AW00026329,17-05-1978,Female
AW00026330,AW00026330,30-10-1972,Male
AW00026331,AW00026331,03-03-1973,Female
AW00026332,AW00026332,22-09-1977,Male
AW00026333,AW00026333,29-10-1971,Female
AW00026334,AW00026334,02-10-1971,Male
AW00026335,AW00026335,06-11-1971,Female
AW00026336,AW00026336,22-02-1972,Male
AW00026337,AW00026337,24-05-1977,Female
AW00026338,AW00026338,07-10-1971,Female
AW00026339,AW00026339,07-04-1972,Female
AW00026340,AW00026340,16-03-1980,Female
AW00026341,AW00026341,19-09-1974,Female
AW00026342,AW00026342,12-08-1980,Male
AW00026343,AW00026343,11-09-1976,Female
AW00026344,AW00026344,24-12-1970,Female
AW00026345,AW00026345,07-01-1971,Male
AW00026346,AW00026346,14-03-1971,Male
AW00026347,AW00026347,01-06-1971,Male
AW00026348,AW00026348,10-09-1970,Male
AW00026349,AW00026349,15-04-1976,Male
AW00026350,AW00026350,02-05-1971,Female
AW00026351,AW00026351,24-07-1970,Female
AW00026352,AW00026352,19-02-1974,Female
AW00026353,AW00026353,20-01-1974,Female
AW00026354,AW00026354,22-12-1973,Male
AW00026355,AW00026355,04-02-1931,Male
AW00026356,AW00026356,07-09-1972,Male
AW00026357,AW00026357,01-06-1973,Male
AW00026358,AW00026358,07-02-1932,Male
AW00026359,AW00026359,17-02-1973,Male
AW00026360,AW00026360,21-05-1978,Male
AW00026361,AW00026361,08-08-1971,Female
AW00026362,AW00026362,15-09-1971,Female
AW00026363,AW00026363,29-11-1972,Male
AW00026364,AW00026364,17-08-1933,Female
AW00026365,AW00026365,16-02-1977,Male
AW00026366,AW00026366,27-05-1972,Male
AW00026367,AW00026367,18-08-1971,Male
AW00026368,AW00026368,04-03-1971,Male
AW00026369,AW00026369,24-03-1971,Female
AW00026370,AW00026370,13-03-1982,Female
AW00026371,AW00026371,01-03-1976,Female
AW00026372,AW00026372,19-10-1969,Female
AW00026373,AW00026373,10-12-1977,Female
AW00026374,AW00026374,24-02-1982,Male
AW00026375,AW00026375,12-12-1976,Male
AW00026376,AW00026376,17-07-1958,Male
AW00026377,AW00026377,03-12-1958,Female
AW00026378,AW00026378,01-12-1963,Male
AW00026379,AW00026379,07-12-1963,Female
AW00026380,AW00026380,16-11-1962,Male
AW00026381,AW00026381,19-08-1968,Male
AW00026382,AW00026382,02-05-1974,Male
AW00026383,AW00026383,15-08-1961,Male
AW00026384,AW00026384,31-01-1962,Male
AW00026385,AW00026385,26-12-1961,Male
AW00026386,AW00026386,18-10-1961,Female
AW00026387,AW00026387,21-06-1962,Male
AW00026388,AW00026388,22-02-1961,Male
AW00026389,AW00026389,13-02-1966,Female
AW00026390,AW00026390,15-07-1960,Male
AW00026391,AW00026391,22-09-1955,Female
AW00026392,AW00026392,13-08-1949,Female
AW00026393,AW00026393,04-08-1955,Male
AW00026394,AW00026394,02-02-1951,Female
AW00026395,AW00026395,20-07-1950,Female
AW00026396,AW00026396,16-11-1950,Male
AW00026397,AW00026397,05-02-1951,Male
AW00026398,AW00026398,08-12-1950,Male
AW00026399,AW00026399,23-12-1951,Male
AW00026400,AW00026400,16-09-1958,Female
AW00026401,AW00026401,11-05-1960,Female
AW00026402,AW00026402,07-03-1959,Female
AW00026403,AW00026403,21-06-1964,Male
AW00026404,AW00026404,03-01-1959,Female
AW00026405,AW00026405,23-04-1963,Female
AW00026406,AW00026406,25-08-1957,Female
AW00026407,AW00026407,14-04-1963,Female
AW00026408,AW00026408,30-11-1956,Female
AW00026409,AW00026409,30-01-1957,Female
AW00026410,AW00026410,06-05-1961,Male
AW00026411,AW00026411,05-05-1956,Male
AW00026412,AW00026412,11-09-1960,Female
AW00026413,AW00026413,13-03-1955,Female
AW00026414,AW00026414,01-09-1960,Male
AW00026415,AW00026415,15-10-1953,Female
AW00026416,AW00026416,07-02-1954,Female
AW00026417,AW00026417,19-06-1954,Male
AW00026418,AW00026418,06-08-1958,Male
AW00026419,AW00026419,21-10-1952,Male
AW00026420,AW00026420,31-03-1953,Male
AW00026421,AW00026421,03-10-1980,Female
AW00026422,AW00026422,02-03-1981,Male
AW00026423,AW00026423,04-05-1981,Male
AW00026424,AW00026424,31-10-1981,Female
AW00026425,AW00026425,12-05-1982,Female
AW00026426,AW00026426,13-12-1981,Female
AW00026427,AW00026427,27-06-1982,Female
AW00026428,AW00026428,22-05-1982,Male
AW00026429,AW00026429,25-04-1982,Male
AW00026430,AW00026430,09-05-1981,Female
AW00026431,AW00026431,13-02-1980,Male
AW00026432,AW00026432,20-05-1981,Female
AW00026433,AW00026433,23-01-1981,Male
AW00026434,AW00026434,20-02-1980,Female
AW00026435,AW00026435,02-10-1984,Female
AW00026436,AW00026436,25-06-1979,Female
AW00026437,AW00026437,17-12-1978,Female
AW00026438,AW00026438,19-10-1978,Female
AW00026439,AW00026439,02-09-1977,Male
AW00026440,AW00026440,10-01-1983,Male
AW00026441,AW00026441,08-09-1976,Male
AW00026442,AW00026442,06-07-1977,Female
AW00026443,AW00026443,22-01-1977,Female
AW00026444,AW00026444,03-04-1976,Female
AW00026445,AW00026445,05-03-1976,Male
AW00026446,AW00026446,06-09-1975,Male
AW00026447,AW00026447,17-10-1976,Male
AW00026448,AW00026448,25-06-1954,Female
AW00026449,AW00026449,08-03-1959,Male
AW00026450,AW00026450,24-12-1958,Female
AW00026451,AW00026451,09-08-1948,Female
AW00026452,AW00026452,15-10-1942,Male
AW00026453,AW00026453,14-09-1942,Male
AW00026454,AW00026454,22-11-1948,Male
AW00026455,AW00026455,14-12-1944,Male
AW00026456,AW00026456,02-10-1944,Male
AW00026457,AW00026457,09-02-1945,Female
AW00026458,AW00026458,31-12-1944,Male
AW00026459,AW00026459,16-02-1945,Female
AW00026460,AW00026460,06-09-1945,Female
AW00026461,AW00026461,24-05-1946,Female
AW00026462,AW00026462,17-02-1951,Female
AW00026463,AW00026463,02-04-1946,Female
AW00026464,AW00026464,04-05-1947,Female
AW00026465,AW00026465,01-06-1952,Female
AW00026466,AW00026466,22-09-1946,Male
AW00026467,AW00026467,19-02-1947,Female
AW00026468,AW00026468,11-11-1946,Female
AW00026469,AW00026469,06-05-1947,Female
AW00026470,AW00026470,18-05-1947,Male
AW00026471,AW00026471,09-02-1953,Male
AW00026472,AW00026472,05-09-1947,Male
AW00026473,AW00026473,17-10-1947,Female
AW00026474,AW00026474,18-07-1948,Female
AW00026475,AW00026475,02-04-1950,Female
AW00026476,AW00026476,19-02-1950,Male
AW00026477,AW00026477,03-04-1958,Male
AW00026478,AW00026478,24-04-1953,Female
AW00026479,AW00026479,08-08-1952,Female
AW00026480,AW00026480,18-06-1956,Female
AW00026481,AW00026481,02-04-1951,Male
AW00026482,AW00026482,14-11-1950,Female
AW00026483,AW00026483,16-09-1950,Female
AW00026484,AW00026484,01-10-1951,Male
AW00026485,AW00026485,05-12-1951,Male
AW00026486,AW00026486,30-06-1957,Female
AW00026487,AW00026487,16-10-1951,Male
AW00026488,AW00026488,11-04-1953,Female
AW00026489,AW00026489,08-10-1952,Male
AW00026490,AW00026490,19-08-1963,Male
AW00026491,AW00026491,18-05-1953,Female
AW00026492,AW00026492,24-08-1952,Male
AW00026493,AW00026493,03-03-1953,Male
AW00026494,AW00026494,18-02-1958,Male
AW00026495,AW00026495,15-06-1954,Female
AW00026496,AW00026496,08-05-1954,Female
AW00026497,AW00026497,03-01-1954,Female
AW00026498,AW00026498,25-04-1954,Male
AW00026499,AW00026499,17-08-1953,Female
AW00026500,AW00026500,19-03-1959,Male
AW00026501,AW00026501,02-08-1953,Female
AW00026502,AW00026502,30-10-1953,Female
AW00026503,AW00026503,31-01-1960,Male
AW00026504,AW00026504,17-02-1955,Female
AW00026505,AW00026505,13-08-1960,Female
AW00026506,AW00026506,14-01-1955,Female
AW00026507,AW00026507,30-01-1960,Female
AW00026508,AW00026508,11-01-1955,Male
AW00026509,AW00026509,02-09-1954,Male
AW00026510,AW00026510,15-09-1954,Male
AW00026511,AW00026511,04-02-1955,Male
AW00026512,AW00026512,28-01-1961,Female
AW00026513,AW00026513,03-08-1955,Female
AW00026514,AW00026514,13-10-1955,Male
AW00026515,AW00026515,12-09-1961,Female
AW00026516,AW00026516,06-03-1956,Female
AW00026517,AW00026517,07-08-1955,Female
AW00026518,AW00026518,14-12-1955,Male
AW00026519,AW00026519,02-07-1955,Female
AW00026520,AW00026520,22-04-1957,Female
AW00026521,AW00026521,28-11-1956,Male
AW00026522,AW00026522,23-09-1962,Male
AW00026523,AW00026523,12-11-1962,Female
AW00026524,AW00026524,01-11-1956,Male
AW00026525,AW00026525,23-04-1963,Male
AW00026526,AW00026526,15-02-1958,Male
AW00026527,AW00026527,06-09-1963,Male
AW00026528,AW00026528,01-11-1958,Male
AW00026529,AW00026529,04-04-1975,Female
AW00026530,AW00026530,10-09-1974,Female
AW00026531,AW00026531,06-10-1974,Male
